bench time energy avgpower
polybench-v3.2/gramschmidt-pocc-flags/gramschmidt_--pluto-ufactor_6_--pluto-prevector_--pluto-tile_16x1x16.exe 0.059071 3.177990 53.799713
polybench-v3.2/gramschmidt-pocc-flags/gramschmidt_--pluto-ufactor_4_--pluto-fuse_maxfuse_--pluto-prevector_--pluto-tile_16x1x64.exe 0.064125 3.178680 49.569730
polybench-v3.2/gramschmidt-pocc-flags/gramschmidt_--pluto-ufactor_4_--pluto-fuse_smartfuse_--pluto-tile_16x1x1.exe 0.065000 3.182670 48.963792
polybench-v3.2/gramschmidt-pocc-flags/gramschmidt_--pluto-ufactor_8_--pluto-fuse_maxfuse_--pluto-prevector_--pluto-tile_16x1x1.exe 0.063688 3.185760 50.021675
polybench-v3.2/gramschmidt-pocc-flags/gramschmidt_--pluto-ufactor_6_--pluto-fuse_maxfuse_--pluto-tile_16x1x32.exe 0.067103 3.186270 47.483060
polybench-v3.2/gramschmidt-pocc-flags/gramschmidt_--pluto-ufactor_6_--pluto-fuse_smartfuse_--pluto-prevector_--pluto-tile_16x1x16.exe 0.062424 3.187410 51.060623
polybench-v3.2/gramschmidt-pocc-flags/gramschmidt_--pluto-fuse_maxfuse_--pluto-prevector_--pluto-tile_16x1x32.exe 0.063516 3.188130 50.194335
polybench-v3.2/gramschmidt-pocc-flags/gramschmidt_--pluto-ufactor_8_--pluto-prevector_--pluto-tile_16x1x64.exe 0.064865 3.188640 49.158266
polybench-v3.2/gramschmidt-pocc-flags/gramschmidt_--pluto-ufactor_6_--pluto-fuse_smartfuse_--pluto-tile_16x1x1.exe 0.064057 3.203790 50.014515
polybench-v3.2/gramschmidt-pocc-flags/gramschmidt_--pluto-prevector_--pluto-tile_16x1x64.exe 0.064444 3.219840 49.963268
polybench-v3.2/gramschmidt-pocc-flags/gramschmidt_--pluto-ufactor_4_--pluto-tile_16x1x32.exe 0.062886 3.231420 51.385440
polybench-v3.2/gramschmidt-pocc-flags/gramschmidt_--pluto-fuse_maxfuse_--pluto-tile_16x1x16.exe 0.065053 3.241410 49.827297
polybench-v3.2/gramschmidt-pocc-flags/gramschmidt_--pluto-ufactor_2_--pluto-fuse_maxfuse_--pluto-tile_16x1x32.exe 0.066387 3.292770 49.599376
polybench-v3.2/gramschmidt-pocc-flags/gramschmidt_--pluto-ufactor_6_--pluto-fuse_maxfuse_--pluto-prevector_--pluto-tile_16x1x1.exe 0.065736 3.294540 50.117545
polybench-v3.2/gramschmidt-pocc-flags/gramschmidt_--pluto-ufactor_8_--pluto-tile_16x1x64.exe 0.067662 3.309180 48.907284
polybench-v3.2/gramschmidt-pocc-flags/gramschmidt_--pluto-ufactor_4_--pluto-fuse_maxfuse_--pluto-prevector_--pluto-tile_16x1x32.exe 0.067224 3.332220 49.569157
polybench-v3.2/gramschmidt-pocc-flags/gramschmidt_--pluto-ufactor_8_--pluto-fuse_smartfuse_--pluto-prevector_--pluto-tile_16x1x1.exe 0.067542 3.333690 49.357060
polybench-v3.2/gramschmidt-pocc-flags/gramschmidt_--pluto-prevector_--pluto-tile_16x1x32.exe 0.068079 3.368820 49.483726
polybench-v3.2/gramschmidt-pocc-flags/gramschmidt_--pluto-ufactor_2_--pluto-prevector_--pluto-tile_16x1x64.exe 0.070732 3.399390 48.060331
polybench-v3.2/gramschmidt-pocc-flags/gramschmidt_--pluto-fuse_maxfuse_--pluto-tile_16x1x32.exe 0.066996 3.400200 50.752475
polybench-v3.2/gramschmidt-pocc-flags/gramschmidt_--pluto-ufactor_4_--pluto-fuse_maxfuse_--pluto-prevector_--pluto-tile_16x1x1.exe 0.066801 3.426090 51.288116
polybench-v3.2/gramschmidt-pocc-flags/gramschmidt_--pluto-ufactor_6_--pluto-prevector_--pluto-tile_16x1x32.exe 0.070540 3.439890 48.765437
polybench-v3.2/gramschmidt-pocc-flags/gramschmidt_--pluto-ufactor_2_--pluto-tile_16x1x32.exe 0.070140 3.461490 49.350946
polybench-v3.2/gramschmidt-pocc-flags/gramschmidt_--pluto-fuse_smartfuse_--pluto-tile_16x1x32.exe 0.069640 3.474180 49.887928
polybench-v3.2/gramschmidt-pocc-flags/gramschmidt_--pluto-fuse_maxfuse_--pluto-prevector_--pluto-tile_16x1x1.exe 0.071101 3.485100 49.015943
polybench-v3.2/gramschmidt-pocc-flags/gramschmidt_--pluto-ufactor_4_--pluto-prevector_--pluto-tile_16x1x64.exe 0.072525 3.490800 48.132225
polybench-v3.2/gramschmidt-pocc-flags/gramschmidt_--pluto-ufactor_6_--pluto-fuse_maxfuse_--pluto-prevector_--pluto-tile_16x1x32.exe 0.072436 3.512130 48.486296
polybench-v3.2/gramschmidt-pocc-flags/gramschmidt_--pluto-ufactor_6_--pluto-fuse_maxfuse_--pluto-tile_16x1x64.exe 0.070418 3.572340 50.730299
polybench-v3.2/gramschmidt-pocc-flags/gramschmidt_--pluto-fuse_maxfuse_--pluto-tile_16x1x64.exe 0.073211 3.618210 49.421456
polybench-v3.2/gramschmidt-pocc-flags/gramschmidt_--pluto-ufactor_6_--pluto-prevector_--pluto-tile_16x1x64.exe 0.075798 3.651390 48.172529
polybench-v3.2/gramschmidt-pocc-flags/gramschmidt_--pluto-fuse_smartfuse_--pluto-tile_16x1x16.exe 0.080739 3.938160 48.776587
polybench-v3.2/gramschmidt-pocc-flags/gramschmidt_--pluto-ufactor_2_--pluto-fuse_smartfuse_--pluto-prevector_--pluto-tile_32x1x32.exe 0.082232 4.005120 48.704927
polybench-v3.2/gramschmidt-pocc-flags/gramschmidt_--pluto-ufactor_6_--pluto-fuse_maxfuse_--pluto-tile_32x1x16.exe 0.084023 4.117620 49.005770
polybench-v3.2/gramschmidt-pocc-flags/gramschmidt_--pluto-ufactor_6_--pluto-fuse_smartfuse_--pluto-tile_32x1x1.exe 0.085247 4.146600 48.642025
polybench-v3.2/gramschmidt-pocc-flags/gramschmidt_--pluto-ufactor_4_--pluto-prevector_--pluto-tile_32x1x1.exe 0.087097 4.149810 47.645901
polybench-v3.2/gramschmidt-pocc-flags/gramschmidt_--pluto-ufactor_8_--pluto-fuse_smartfuse_--pluto-tile_32x1x64.exe 0.086400 4.168290 48.244013
polybench-v3.2/gramschmidt-pocc-flags/gramschmidt_--pluto-ufactor_6_--pluto-prevector_--pluto-tile_32x1x32.exe 0.085758 4.173570 48.666554
polybench-v3.2/gramschmidt-pocc-flags/gramschmidt_--pluto-ufactor_8_--pluto-fuse_smartfuse_--pluto-tile_16x1x32.exe 0.088863 4.184100 47.084732
polybench-v3.2/gramschmidt-pocc-flags/gramschmidt_--pluto-fuse_smartfuse_--pluto-tile_32x1x32.exe 0.086937 4.188000 48.172846
polybench-v3.2/gramschmidt-pocc-flags/gramschmidt_--pluto-ufactor_6_--pluto-prevector_--pluto-tile_32x1x64.exe 0.086557 4.188540 48.390719
polybench-v3.2/gramschmidt-pocc-flags/gramschmidt_--pluto-ufactor_4_--pluto-fuse_smartfuse_--pluto-tile_32x1x16.exe 0.087876 4.190220 47.683065
polybench-v3.2/gramschmidt-pocc-flags/gramschmidt_--pluto-ufactor_2_--pluto-tile_32x1x16.exe 0.087449 4.200450 48.033198
polybench-v3.2/gramschmidt-pocc-flags/gramschmidt_--pluto-ufactor_2_--pluto-prevector_--pluto-tile_32x1x64.exe 0.087533 4.220940 48.221321
polybench-v3.2/gramschmidt-pocc-flags/gramschmidt_--pluto-ufactor_2_--pluto-tile_32x1x64.exe 0.086102 4.236300 49.200948
polybench-v3.2/gramschmidt-pocc-flags/gramschmidt_--pluto-ufactor_4_--pluto-fuse_smartfuse_--pluto-tile_32x1x32.exe 0.086398 4.247580 49.162743
polybench-v3.2/gramschmidt-pocc-flags/gramschmidt_--pluto-ufactor_8_--pluto-fuse_smartfuse_--pluto-prevector_--pluto-tile_32x1x1.exe 0.085946 4.247880 49.425178
polybench-v3.2/gramschmidt-pocc-flags/gramschmidt_--pluto-ufactor_2_--pluto-prevector_--pluto-tile_32x1x16.exe 0.086334 4.250820 49.236688
polybench-v3.2/gramschmidt-pocc-flags/gramschmidt_--pluto-ufactor_2_--pluto-fuse_maxfuse_--pluto-tile_32x1x16.exe 0.089777 4.256040 47.406706
polybench-v3.2/gramschmidt-pocc-flags/gramschmidt_--pluto-prevector_--pluto-tile_32x1x1.exe 0.086446 4.257060 49.245553
polybench-v3.2/gramschmidt-pocc-flags/gramschmidt_--pluto-ufactor_2_--pluto-fuse_smartfuse_--pluto-prevector_--pluto-tile_32x1x1.exe 0.087006 4.261500 48.979652
polybench-v3.2/gramschmidt-pocc-flags/gramschmidt_--pluto-ufactor_2_--pluto-fuse_smartfuse_--pluto-tile_32x1x1.exe 0.087109 4.264440 48.955444
polybench-v3.2/gramschmidt-pocc-flags/gramschmidt_--pluto-ufactor_4_--pluto-tile_32x1x32.exe 0.088229 4.272840 48.428964
polybench-v3.2/gramschmidt-pocc-flags/gramschmidt_--pluto-ufactor_4_--pluto-fuse_maxfuse_--pluto-prevector_--pluto-tile_32x1x32.exe 0.087969 4.280940 48.664284
polybench-v3.2/gramschmidt-pocc-flags/gramschmidt_--pluto-fuse_maxfuse_--pluto-tile_32x1x64.exe 0.090356 4.281240 47.381964
polybench-v3.2/gramschmidt-pocc-flags/gramschmidt_--pluto-ufactor_8_--pluto-prevector_--pluto-tile_32x1x64.exe 0.090069 4.284870 47.573307
polybench-v3.2/gramschmidt-pocc-flags/gramschmidt_--pluto-fuse_maxfuse_--pluto-prevector_--pluto-tile_32x1x32.exe 0.088344 4.303080 48.708351
polybench-v3.2/gramschmidt-pocc-flags/gramschmidt_--pluto-ufactor_8_--pluto-fuse_maxfuse_--pluto-tile_32x1x64.exe 0.090320 4.304550 47.658718
polybench-v3.2/gramschmidt-pocc-flags/gramschmidt_--pluto-ufactor_6_--pluto-fuse_maxfuse_--pluto-tile_32x1x1.exe 0.089332 4.308540 48.230389
polybench-v3.2/gramschmidt-pocc-flags/gramschmidt_--pluto-ufactor_8_--pluto-fuse_maxfuse_--pluto-tile_32x1x1.exe 0.088705 4.314150 48.634890
polybench-v3.2/gramschmidt-pocc-flags/gramschmidt_--pluto-ufactor_8_--pluto-fuse_maxfuse_--pluto-tile_32x1x16.exe 0.088251 4.320210 48.953411
polybench-v3.2/gramschmidt-pocc-flags/gramschmidt_--pluto-ufactor_6_--pluto-tile_32x1x32.exe 0.089069 4.323210 48.537623
polybench-v3.2/gramschmidt-pocc-flags/gramschmidt_--pluto-fuse_smartfuse_--pluto-tile_32x1x1.exe 0.089635 4.325580 48.257701
polybench-v3.2/gramschmidt-pocc-flags/gramschmidt_--pluto-ufactor_4_--pluto-tile_32x1x64.exe 0.088905 4.332150 48.727742
polybench-v3.2/gramschmidt-pocc-flags/gramschmidt_--pluto-ufactor_6_--pluto-tile_32x1x1.exe 0.089845 4.332360 48.220637
polybench-v3.2/gramschmidt-pocc-flags/gramschmidt_--pluto-ufactor_8_--pluto-tile_32x1x16.exe 0.090112 4.337370 48.133089
polybench-v3.2/gramschmidt-pocc-flags/gramschmidt_--pluto-ufactor_4_--pluto-fuse_maxfuse_--pluto-tile_16x1x1.exe 0.091732 4.339590 47.307015
polybench-v3.2/gramschmidt-pocc-flags/gramschmidt_--pluto-ufactor_2_--pluto-fuse_smartfuse_--pluto-tile_32x1x32.exe 0.089662 4.353390 48.553193
polybench-v3.2/gramschmidt-pocc-flags/gramschmidt_--pluto-ufactor_8_--pluto-fuse_smartfuse_--pluto-prevector_--pluto-tile_32x1x32.exe 0.089755 4.354350 48.513739
polybench-v3.2/gramschmidt-pocc-flags/gramschmidt_--pluto-prevector_--pluto-tile_32x1x32.exe 0.088794 4.355280 49.049315
polybench-v3.2/gramschmidt-pocc-flags/gramschmidt_--pluto-ufactor_2_--pluto-fuse_smartfuse_--pluto-tile_32x1x64.exe 0.089525 4.367670 48.786921
polybench-v3.2/gramschmidt-pocc-flags/gramschmidt_--pluto-ufactor_8_--pluto-tile_32x1x64.exe 0.090884 4.370400 48.087913
polybench-v3.2/gramschmidt-pocc-flags/gramschmidt_--pluto-ufactor_4_--pluto-fuse_smartfuse_--pluto-prevector_--pluto-tile_32x1x1.exe 0.089788 4.388940 48.881396
polybench-v3.2/gramschmidt-pocc-flags/gramschmidt_--pluto-ufactor_8_--pluto-prevector_--pluto-tile_32x1x16.exe 0.092366 4.394670 47.578866
polybench-v3.2/gramschmidt-pocc-flags/gramschmidt_--pluto-ufactor_4_--pluto-fuse_smartfuse_--pluto-tile_32x1x64.exe 0.090621 4.395450 48.503732
polybench-v3.2/gramschmidt-pocc-flags/gramschmidt_--pluto-fuse_smartfuse_--pluto-tile_32x1x64.exe 0.090179 4.399860 48.790404
polybench-v3.2/gramschmidt-pocc-flags/gramschmidt_--pluto-ufactor_6_--pluto-fuse_maxfuse_--pluto-tile_32x1x64.exe 0.090089 4.400580 48.847011
polybench-v3.2/gramschmidt-pocc-flags/gramschmidt_--pluto-ufactor_6_--pluto-fuse_smartfuse_--pluto-tile_32x1x64.exe 0.090600 4.409520 48.670325
polybench-v3.2/gramschmidt-pocc-flags/gramschmidt_--pluto-ufactor_6_--pluto-prevector_--pluto-tile_32x1x16.exe 0.090551 4.410840 48.710982
polybench-v3.2/gramschmidt-pocc-flags/gramschmidt_--pluto-ufactor_2_--pluto-fuse_maxfuse_--pluto-prevector_--pluto-tile_32x1x1.exe 0.091536 4.419450 48.281232
polybench-v3.2/gramschmidt-pocc-flags/gramschmidt_--pluto-fuse_smartfuse_--pluto-tile_32x1x16.exe 0.088163 4.423350 50.172140
polybench-v3.2/gramschmidt-pocc-flags/gramschmidt_--pluto-ufactor_4_--pluto-fuse_maxfuse_--pluto-prevector_--pluto-tile_32x1x64.exe 0.093551 4.427340 47.325361
polybench-v3.2/gramschmidt-pocc-flags/gramschmidt_--pluto-ufactor_8_--pluto-tile_32x1x1.exe 0.089457 4.434690 49.573655
